Wall time,Step,Value
1575144582.9004712,6144,-1.0
1575144626.441818,7168,-1.399999976158142
1575144881.7675798,12288,1.2000000476837158
1575145010.3589637,15360,2.799999952316284
1575145054.649188,16384,2.0
1575145176.2773814,19456,3.4000000953674316
1575145213.2258985,20480,3.0
1575145254.2328463,21504,3.0
1575145422.967499,25600,2.799999952316284
1575145931.8051538,37888,4.0
1575146102.3124087,41984,1.600000023841858
1575146200.8296473,44032,4.0
1575146286.4106808,46080,5.199999809265137
1575146326.5294752,47104,4.599999904632568
1575146406.570075,49152,4.800000190734863
1575146674.1735709,55296,5.199999809265137
1575146718.144216,56320,6.300000190734863
1575146760.742039,57344,7.0
1575146803.4135675,58368,6.199999809265137
1575146846.806961,59392,4.300000190734863
1575147202.2837248,67584,4.5
1575147325.5046413,70656,6.699999809265137
1575147471.644162,73728,6.099999904632568
1575147513.431804,74752,6.099999904632568
1575147554.3214211,75776,4.699999809265137
1575147596.4514565,76800,5.0
1575147818.2707555,81920,6.400000095367432
1575148177.223436,90112,5.099999904632568
1575148218.839088,91136,7.400000095367432
1575148490.507703,97280,7.699999809265137
1575148829.0208738,105472,6.199999809265137
1575148951.3374674,108544,7.5
1575148995.9938295,109568,7.300000190734863
1575149307.0185654,116736,5.800000190734863
1575149434.5311387,119808,6.400000095367432
1575149525.076353,121856,8.399999618530273
1575149834.2772784,129024,7.599999904632568
1575149876.9152393,130048,9.199999809265137
1575150007.602375,133120,9.899999618530273
1575150049.801509,134144,6.699999809265137
1575150446.0412953,143360,6.699999809265137
1575150544.2615125,145408,9.300000190734863
1575150586.035612,146432,10.399999618530273
1575150625.7310214,147456,9.300000190734863
1575150917.3990238,154624,9.100000381469727
1575151144.9897804,159744,8.699999809265137
1575151227.8245983,161792,8.199999809265137
1575151270.2049358,162816,7.0
1575151460.984985,166912,7.300000190734863
1575151681.6537883,172032,8.199999809265137
1575151725.2912142,173056,6.699999809265137
1575151857.5248346,176128,6.900000095367432
1575152097.7940562,182272,8.399999618530273
1575152141.081283,183296,9.199999809265137
1575152222.0806031,185344,9.600000381469727
1575152354.221183,188416,7.800000190734863
1575152439.0411615,190464,8.399999618530273
1575152481.59778,191488,7.199999809265137
1575152571.791569,193536,8.199999809265137
1575152655.9793332,195584,9.199999809265137
1575152706.8274703,196608,6.5
1575153003.1677854,203776,9.100000381469727
1575153354.7532194,211968,8.300000190734863
1575153395.899765,212992,9.699999809265137
1575153436.9735868,214016,8.399999618530273
1575153613.198874,218112,7.0
1575154036.3423905,228352,7.800000190734863
1575154076.0306187,229376,7.699999809265137
1575154160.445269,231424,8.399999618530273
1575154329.7593462,235520,8.699999809265137
