Wall time,Step,Value
1575146905.1796749,6144,37.099998474121094
1575146938.0400834,7168,31.899999618530273
1575147122.2988126,12288,42.29999923706055
1575147217.7166145,15360,35.900001525878906
1575147248.2696464,16384,39.900001525878906
1575147342.0709124,19456,44.70000076293945
1575147373.3539886,20480,45.29999923706055
1575147407.2407393,21504,36.0
1575147561.8382132,25600,42.599998474121094
1575147971.9278831,37888,39.5
1575148093.4057815,41984,47.29999923706055
1575148191.6558144,44032,43.0
1575148251.9952376,46080,47.400001525878906
1575148282.8825815,47104,45.70000076293945
1575148346.240642,49152,32.70000076293945
1575148576.177733,55296,38.79999923706055
1575148608.3860948,56320,41.79999923706055
1575148640.2215755,57344,45.400001525878906
1575148670.4024787,58368,44.400001525878906
1575148702.02526,59392,40.400001525878906
1575148987.6673548,67584,52.099998474121094
1575149083.3651989,70656,42.0
1575149213.937483,73728,49.900001525878906
1575149245.807411,74752,50.29999923706055
1575149276.5277276,75776,46.79999923706055
1575149308.5428677,76800,46.20000076293945
1575149467.6877055,81920,43.70000076293945
1575149763.4651859,90112,35.79999923706055
1575149796.962457,91136,46.29999923706055
1575150023.9966807,97280,34.29999923706055
1575150313.355195,105472,46.400001525878906
1575150406.605224,108544,49.0
1575150437.7777617,109568,46.70000076293945
1575150694.3534372,116736,45.400001525878906
1575150793.050942,119808,44.20000076293945
1575150855.1523092,121856,53.20000076293945
1575151114.8030782,129024,44.29999923706055
1575151146.7085264,130048,48.400001525878906
1575151243.270604,133120,43.5
1575151275.2999842,134144,48.70000076293945
1575151584.4471304,143360,46.0
1575151686.1224458,145408,52.5
1575151720.324812,146432,45.29999923706055
1575151752.291587,147456,45.400001525878906
1575151977.4095798,154624,47.599998474121094
1575152173.9134336,159744,53.79999923706055
1575152239.275114,161792,52.29999923706055
1575152270.6592164,162816,46.599998474121094
1575152433.5529728,166912,41.29999923706055
1575152594.218448,172032,47.400001525878906
1575152625.6955466,173056,55.0
1575152756.1433992,176128,46.099998474121094
1575152948.887092,182272,57.70000076293945
1575152982.8979483,183296,48.099998474121094
1575153049.616767,185344,39.29999923706055
1575153182.0865543,188416,51.20000076293945
1575153246.8834076,190464,45.400001525878906
1575153279.4535356,191488,47.0
1575153344.919839,193536,50.20000076293945
1575153409.6717598,195584,50.5
1575153478.9273999,196608,45.70000076293945
1575153701.1385648,203776,48.5
1575153992.6725368,211968,56.400001525878906
