Wall time,Step,Value
1575147285.0993645,6144,37.79999923706055
1575147313.9796555,7168,39.5
1575147489.8373196,12288,38.5
1575147580.710532,15360,43.400001525878906
1575147610.8186803,16384,41.400001525878906
1575147704.7008471,19456,39.0
1575147736.2213802,20480,35.099998474121094
1575147767.4488423,21504,42.20000076293945
1575147926.320287,25600,42.599998474121094
1575148313.171178,37888,41.29999923706055
1575148437.0565555,41984,41.5
1575148529.523306,44032,39.20000076293945
1575148591.1082215,46080,42.400001525878906
1575148621.7626805,47104,37.599998474121094
1575148680.5399532,49152,42.70000076293945
1575148894.299998,55296,36.0
1575148925.5508096,56320,34.400001525878906
1575148955.0597303,57344,35.79999923706055
1575148985.9349468,58368,39.20000076293945
1575149016.628007,59392,42.29999923706055
1575149304.172056,67584,40.5
1575149393.556429,70656,48.79999923706055
1575149518.632348,73728,42.70000076293945
1575149550.4883587,74752,44.29999923706055
1575149579.5667987,75776,41.5
1575149610.5076833,76800,40.20000076293945
1575149762.7379515,81920,46.79999923706055
1575150034.1939502,90112,43.79999923706055
1575150066.283071,91136,49.20000076293945
1575150280.0865104,97280,42.599998474121094
1575150564.550392,105472,48.29999923706055
1575150655.9095078,108544,52.70000076293945
1575150686.6773367,109568,49.79999923706055
1575150927.3962333,116736,48.79999923706055
1575151015.247339,119808,48.0
1575151075.7581291,121856,44.5
1575151352.1355758,130048,45.29999923706055
1575151443.6291862,133120,47.20000076293945
1575151475.1540387,134144,50.5
1575151774.8121142,143360,44.0
1575151872.5464945,145408,52.29999923706055
1575151901.566265,146432,51.70000076293945
1575151930.1552367,147456,54.5
1575152136.0427728,154624,55.099998474121094
1575152316.3072033,159744,53.099998474121094
1575152376.8030605,161792,54.79999923706055
1575152407.0094404,162816,53.5
1575152556.6895597,166912,54.599998474121094
1575152708.2171204,172032,52.900001525878906
1575152740.3259206,173056,46.29999923706055
1575152863.1857288,176128,46.099998474121094
1575153041.7915115,182272,53.400001525878906
1575153074.1837275,183296,50.79999923706055
1575153132.561183,185344,56.70000076293945
1575153252.4405706,188416,56.70000076293945
1575153314.7703767,190464,52.70000076293945
1575153345.2323706,191488,46.599998474121094
1575153409.9570096,193536,54.5
1575153472.534505,195584,46.79999923706055
1575153536.174247,196608,50.0
1575153749.1122637,203776,52.5
1575154033.3225822,211968,44.599998474121094
1575154063.6390991,212992,55.79999923706055
1575154094.7939196,214016,56.599998474121094
1575154249.4403527,218112,53.400001525878906
1575154598.4032884,228352,56.70000076293945
1575154628.3099167,229376,49.29999923706055
1575154688.982999,231424,51.5
1575154815.3532276,235520,57.0
1575154935.3453245,238592,51.599998474121094
1575154969.3411698,239616,49.20000076293945
1575155002.6433697,240640,43.20000076293945
1575155099.204169,243712,56.099998474121094
1575155519.2263765,256000,48.0
1575155744.6988127,262144,56.900001525878906
1575155838.9901688,265216,48.70000076293945
1575155901.6300247,267264,45.400001525878906
1575155963.4370077,268288,51.099998474121094
1575156023.5684938,270336,59.900001525878906
1575156150.7555072,274432,54.400001525878906
1575156303.9027643,278528,50.5
1575156368.561861,280576,51.099998474121094
1575156526.064149,285696,45.400001525878906
1575157025.0442328,300032,52.20000076293945
1575157184.04657,305152,54.79999923706055
1575157214.0847542,306176,60.0
1575157372.5065625,310272,52.20000076293945
1575157406.1692433,311296,50.5
1575157532.1355343,315392,58.400001525878906
1575157563.3720136,316416,50.099998474121094
1575157623.5241725,318464,57.29999923706055
1575157751.9251838,321536,54.0
1575157907.7621958,326656,53.5
1575157937.5454323,327680,61.599998474121094
1575157969.9972107,328704,53.400001525878906
1575158160.7378023,333824,60.70000076293945
1575158192.336007,334848,59.70000076293945
1575158223.5313163,335872,57.79999923706055
1575158319.1693435,338944,52.79999923706055
1575158642.9500487,348160,55.70000076293945
1575158734.2106807,350208,59.70000076293945
1575158924.4055586,356352,61.5
1575159148.360723,362496,46.20000076293945
1575159178.7947376,363520,61.0
1575159369.6918485,369664,60.5
1575159492.5110626,372736,57.20000076293945
1575159619.4131408,376832,52.099998474121094
1575159768.2707458,380928,55.099998474121094
1575159831.8125134,382976,60.79999923706055
1575159953.6864867,387072,52.599998474121094
1575159986.060945,388096,51.900001525878906
1575160016.3164828,389120,56.099998474121094
1575160117.4587328,391168,56.099998474121094
1575160271.888671,396288,47.79999923706055
1575160464.0679286,401408,49.099998474121094
1575160495.5156403,402432,53.599998474121094
