Wall time,Step,Value
1575146911.55465,7168,39.400001525878906
1575146941.2784684,8192,39.900001525878906
1575147127.6864023,13312,44.099998474121094
1575147218.0985699,16384,35.29999923706055
1575147249.03726,17408,36.79999923706055
1575147339.3676093,20480,37.400001525878906
1575147369.8052864,21504,36.79999923706055
1575147432.188754,22528,34.79999923706055
1575147551.023115,26624,39.5
1575147942.756168,38912,34.70000076293945
1575148088.4811895,43008,46.599998474121094
1575148149.9716492,45056,39.0
1575148209.5442097,47104,43.900001525878906
1575148240.9838865,48128,45.79999923706055
1575148300.3087296,50176,46.70000076293945
1575148507.8738937,56320,47.900001525878906
1575148539.4509804,57344,43.20000076293945
1575148570.7791107,58368,35.400001525878906
1575148601.2063167,59392,45.599998474121094
1575148633.379331,60416,46.900001525878906
1575148913.2842345,68608,37.29999923706055
1575149003.8496542,71680,45.599998474121094
1575149122.409246,74752,45.20000076293945
1575149151.4565673,75776,46.900001525878906
1575149184.1428435,76800,47.599998474121094
1575149212.1411417,77824,47.70000076293945
1575149364.4884872,82944,34.599998474121094
1575149632.4117842,91136,46.79999923706055
1575149661.6089718,92160,41.79999923706055
1575149880.6246743,98304,42.20000076293945
1575150145.301033,106496,46.70000076293945
1575150235.6298618,109568,42.0
1575150266.0711029,110592,45.5
1575150508.2477405,117760,37.79999923706055
1575150601.0424864,120832,42.79999923706055
1575150662.8089988,122880,40.70000076293945
1575150907.7625716,130048,47.099998474121094
1575150937.8163936,131072,50.900001525878906
1575151026.2691271,134144,49.400001525878906
1575151085.905039,135168,45.5
1575151359.188982,144384,44.20000076293945
1575151454.240611,146432,43.0
1575151485.6204307,147456,42.900001525878906
1575151514.673159,148480,47.70000076293945
1575151758.1121666,155648,47.599998474121094
1575151911.8916214,160768,44.400001525878906
1575151972.3970377,162816,53.599998474121094
1575152002.4141443,163840,51.70000076293945
1575152151.8387995,167936,52.599998474121094
1575152307.676331,173056,44.20000076293945
1575152337.2945223,174080,47.0
1575152460.1706789,177152,39.70000076293945
1575152646.3197148,183296,44.79999923706055
1575152677.7509034,184320,48.599998474121094
1575152770.6295795,186368,44.20000076293945
1575152863.5739546,189440,45.0
1575152924.9297628,191488,47.20000076293945
1575152957.260758,192512,42.599998474121094
1575153019.4133952,194560,42.0
1575153112.5340111,196608,52.79999923706055
1575153144.317337,197632,48.79999923706055
1575153360.3419244,204800,46.900001525878906
1575153639.4345896,212992,49.79999923706055
1575153670.5774424,214016,49.099998474121094
1575153703.2598896,215040,37.5
1575153853.0248225,219136,49.099998474121094
1575154189.237168,229376,48.099998474121094
1575154219.5872538,230400,51.599998474121094
1575154281.794424,232448,49.900001525878906
1575154400.42719,236544,47.0
1575154524.8683262,239616,42.400001525878906
1575154554.5957534,240640,53.599998474121094
1575154585.8610165,241664,52.79999923706055
1575154676.38733,244736,53.400001525878906
1575155075.326478,257024,45.099998474121094
1575155289.1023479,263168,46.20000076293945
1575155383.6783943,266240,51.5
1575155476.342481,268288,51.5
1575155508.8395777,269312,42.70000076293945
